order_id,customer_id,order_date,order_status,sales_channel
O009951,C02379,2025-02-17,Delivered,Mobile App
O009952,C17882,2025-05-24,Delivered,Marketplace
O009953,C07237,2024-10-04,Cancelled,Website
O009954,C01835,2025-01-14,Cancelled,Website
O009955,C06930,2025-11-04,Delivered,Website
O009956,C08332,2025-10-12,Delivered,Mobile App
O009957,C00502,2025-08-24,Delivered,Website
O009958,C16903,2025-06-29,Delivered,Website
O009959,C00837,2025-02-09,Delivered,Mobile App
O009960,C13948,2025-12-01,Delivered,Website
O009961,C11136,2025-02-18,Cancelled,Mobile App
O009962,C04000,2025-10-28,Shipped,Website
O009963,C18839,2025-01-09,Delivered,Mobile App
O009964,C02163,2025-03-02,Delivered,Mobile App
O009965,C18102,2025-12-28,Delivered,Mobile App
O009966,C18973,2025-12-19,Delivered,Mobile App
O009967,C05896,2025-06-17,Returned,Marketplace
O009968,C02367,2025-05-01,Shipped,Website
O009969,C16680,2025-11-08,Delivered,Mobile App
O009970,C12861,2024-08-06,Delivered,Mobile App
O009971,C13667,2025-12-09,Delivered,Marketplace
O009972,C10736,2024-06-06,Delivered,Website
O009973,C04453,2025-09-17,Shipped,Mobile App
O009974,C07592,2025-10-15,Delivered,Website
O009975,C05531,2025-07-26,Delivered,Mobile App
O009976,C15937,2025-05-13,Delivered,Mobile App
O009977,C07855,2025-08-14,Delivered,Marketplace
O009978,C09690,2025-11-03,Shipped,Marketplace
O009979,C07602,2025-04-15,Delivered,Website
O009980,C06898,2025-08-10,Delivered,Website
O009981,C18421,2025-08-13,Shipped,Website
O009982,C07366,2024-11-11,Delivered,Mobile App
O009983,C03147,2025-11-12,Delivered,Mobile App
O009984,C04196,2025-12-11,Delivered,Mobile App
O009985,C00667,2025-10-26,Returned,Mobile App
O009986,C08926,2025-09-15,Delivered,Mobile App
O009987,C03468,2025-09-20,Delivered,Mobile App
O009988,C03864,2025-11-28,Delivered,Website
O009989,C15999,2025-08-30,Delivered,Mobile App
O009990,C15837,2025-04-08,Delivered,Mobile App
O009991,C07586,2024-10-05,Delivered,Mobile App
O009992,C15874,2025-07-14,Processing,Website
O009993,C06568,2025-12-24,Delivered,Website
O009994,C16520,2025-08-11,Cancelled,Mobile App
O009995,C10799,2025-11-13,Cancelled,Mobile App
O009996,C15692,2025-07-23,Shipped,Mobile App
O009997,C13267,2025-12-26,Cancelled,Website
O009998,C07181,2025-11-24,Delivered,Website
O009999,C09575,2025-06-03,Delivered,Website
O010000,C18296,2024-11-03,Delivered,Website
O010001,C16934,2025-11-09,Delivered,Mobile App
O010002,C11652,2025-12-28,Processing,Mobile App
O010003,C19190,2025-10-14,Delivered,Website
O010004,C08096,2025-12-11,Delivered,Website
O010005,C04481,2025-05-14,Delivered,Mobile App
O010006,C15832,2025-12-13,Delivered,Mobile App
O010007,C14109,2025-06-04,Delivered,Marketplace
O010008,C01682,2025-11-01,Delivered,Website
O010009,C06433,2025-04-11,Delivered,Website
O010010,C10326,2024-11-06,Delivered,Mobile App
O010011,C02198,2025-07-08,Delivered,Mobile App
O010012,C08770,2025-09-19,Delivered,Marketplace
O010013,C16881,2025-10-05,Shipped,Website
O010014,C06855,2025-09-02,Delivered,Website
O010015,C13014,2025-11-02,Delivered,Mobile App
O010016,C11329,2025-10-09,Delivered,Mobile App
O010017,C15336,2025-05-28,Delivered,Marketplace
O010018,C03048,2025-10-18,Delivered,Mobile App
O010019,C16019,2025-12-12,Delivered,Mobile App
O010020,C10783,2025-12-15,Shipped,Website
O010021,C14731,2025-05-02,Delivered,Mobile App
O010022,C01306,2025-11-01,Returned,Mobile App
O010023,C02224,2025-08-05,Delivered,Mobile App
O010024,C11023,2025-12-27,Cancelled,Website
O010025,C12614,2025-09-07,Shipped,Website
O010026,C06573,2024-11-12,Delivered,Mobile App
O010027,C13156,2025-12-25,Cancelled,Mobile App
O010028,C03165,2025-09-12,Delivered,Mobile App
O010029,C09613,2025-12-16,Delivered,Mobile App
O010030,C10282,2025-06-25,Delivered,Website
O010031,C07032,2025-01-25,Delivered,Mobile App
O010032,C05294,2025-01-17,Processing,Mobile App
O010033,C16589,2025-12-20,Delivered,Mobile App
O010034,C13905,2024-10-05,Delivered,Mobile App
O010035,C05933,2025-10-03,Delivered,Website
O010036,C02299,2024-09-12,Delivered,Mobile App
O010037,C10873,2025-06-05,Returned,Marketplace
O010038,C13749,2025-10-18,Cancelled,Website
O010039,C04765,2025-10-30,Delivered,Mobile App
O010040,C05237,2025-11-14,Processing,Mobile App
O010041,C04705,2024-11-26,Delivered,Mobile App
O010042,C18423,2025-12-18,Delivered,Marketplace
O010043,C05394,2025-03-20,Delivered,Mobile App
O010044,C02097,2025-12-26,Delivered,Mobile App
O010045,C03275,2025-12-19,Delivered,Mobile App
O010046,C18359,2025-06-29,Processing,Website
O010047,C07436,2025-01-17,Delivered,Website
O010048,C14934,2025-05-31,Delivered,Mobile App
O010049,C12073,2025-11-27,Returned,Website
O010050,C04039,2025-12-18,Shipped,Mobile App
O010051,C08365,2025-09-18,Delivered,Mobile App
O010052,C08880,2025-05-12,Delivered,Website
O010053,C08905,2025-04-12,Shipped,Website
O010054,C01480,2025-10-21,Delivered,Marketplace
O010055,C04032,2024-04-13,Shipped,Website
O010056,C01323,2025-12-17,Shipped,Mobile App
O010057,C05208,2025-10-19,Delivered,Website
O010058,C18410,2025-12-16,Delivered,Website
O010059,C10011,2025-09-02,Delivered,Website
O010060,C08762,2025-01-10,Returned,Mobile App
O010061,C18866,2025-12-09,Shipped,Website
O010062,C12283,2025-01-05,Shipped,Mobile App
O010063,C19549,2025-07-19,Delivered,Mobile App
O010064,C13365,2025-09-29,Processing,Website
O010065,C09040,2025-07-02,Shipped,Website
O010066,C15121,2025-03-17,Returned,Mobile App
O010067,C02194,2025-09-25,Processing,Website
O010068,C19234,2025-12-05,Delivered,Website
O010069,C19337,2025-12-03,Shipped,Mobile App
O010070,C16239,2025-12-28,Delivered,Website
O010071,C13150,2025-04-04,Shipped,Website
O010072,C09486,2025-01-17,Delivered,Website
O010073,C05171,2025-07-09,Delivered,Mobile App
O010074,C01532,2025-09-28,Delivered,Marketplace
O010075,C13403,2025-12-10,Delivered,Mobile App
O010076,C11539,2024-06-09,Delivered,Marketplace
O010077,C14347,2025-09-19,Returned,Marketplace
O010078,C18864,2025-10-31,Shipped,Mobile App
O010079,C14388,2025-04-17,Delivered,Marketplace
O010080,C00304,2025-05-27,Processing,Mobile App
O010081,C05848,2025-12-26,Delivered,Mobile App
O010082,C00771,2025-09-22,Delivered,Mobile App
O010083,C03300,2025-06-12,Cancelled,Website
O010084,C13030,2025-06-30,Cancelled,Website
O010085,C14366,2025-07-03,Delivered,Website
O010086,C08080,2025-05-24,Delivered,Marketplace
O010087,C07607,2025-12-05,Delivered,Mobile App
O010088,C13796,2025-07-18,Processing,Website
O010089,C13715,2025-03-05,Processing,Website
O010090,C15316,2025-08-11,Delivered,Mobile App
O010091,C06691,2025-04-26,Delivered,Website
O010092,C03523,2025-08-19,Delivered,Mobile App
O010093,C01076,2025-12-19,Shipped,Website
O010094,C02120,2025-09-07,Delivered,Mobile App
O010095,C15443,2025-10-21,Delivered,Website
O010096,C01817,2025-10-07,Delivered,Website
O010097,C10584,2025-01-08,Delivered,Website
O010098,C05858,2025-04-12,Delivered,Marketplace
O010099,C03733,2025-12-16,Returned,Website
O010100,C10976,2025-12-29,Delivered,Marketplace
O010101,C16403,2025-10-30,Cancelled,Mobile App
O010102,C00395,2025-12-28,Delivered,Website
O010103,C17017,2024-05-22,Returned,Mobile App
O010104,C06121,2024-10-01,Delivered,Mobile App
O010105,C14536,2025-10-24,Delivered,Marketplace
O010106,C18354,2025-09-30,Delivered,Website
O010107,C12200,2025-05-16,Delivered,Website
O010108,C00989,2025-12-09,Delivered,Mobile App
O010109,C11974,2025-10-03,Delivered,Marketplace
O010110,C05127,2025-09-08,Cancelled,Website
O010111,C13058,2025-12-09,Processing,Website
O010112,C03035,2025-09-02,Shipped,Website
O010113,C19225,2025-06-27,Processing,Marketplace
O010114,C17897,2025-10-11,Delivered,Website
O010115,C10420,2025-12-23,Delivered,Marketplace
O010116,C08078,2025-02-11,Delivered,Website
O010117,C06131,2025-03-04,Delivered,Website
O010118,C02864,2025-07-11,Shipped,Marketplace
O010119,C14639,2025-12-20,Returned,Website
O010120,C19171,2025-07-12,Delivered,Mobile App
O010121,C19267,2025-11-28,Delivered,Mobile App
O010122,C05658,2025-11-15,Shipped,Website
O010123,C08231,2025-12-15,Processing,Mobile App
O010124,C00652,2024-07-15,Delivered,Mobile App
O010125,C05227,2025-04-14,Delivered,Website
O010126,C02923,2025-07-09,Delivered,Website
O010127,C10481,2025-11-10,Cancelled,Mobile App
O010128,C14141,2025-09-23,Delivered,Mobile App
O010129,C04179,2025-11-23,Shipped,Marketplace
O010130,C14735,2025-02-19,Shipped,Mobile App
O010131,C00080,2025-01-30,Delivered,Mobile App
O010132,C05500,2025-12-15,Shipped,Website
O010133,C18297,2025-04-08,Delivered,Mobile App
O010134,C19697,2024-12-19,Delivered,Mobile App
O010135,C09898,2025-12-30,Delivered,Marketplace
O010136,C03913,2025-08-15,Processing,Mobile App
O010137,C15976,2025-11-19,Delivered,Mobile App
O010138,C17079,2024-02-12,Delivered,Mobile App
O010139,C19424,2025-10-21,Delivered,Mobile App
O010140,C16642,2025-01-25,Delivered,Website
O010141,C06311,2025-11-25,Delivered,Mobile App
O010142,C11139,2025-11-02,Delivered,Mobile App
O010143,C01581,2025-03-23,Delivered,Marketplace
O010144,C07254,2025-06-10,Returned,Mobile App
O010145,C14160,2025-04-06,Delivered,Marketplace
O010146,C07731,2025-07-16,Delivered,Mobile App
O010147,C18626,2025-02-09,Delivered,Marketplace
O010148,C02461,2024-07-17,Cancelled,Marketplace
O010149,C14096,2025-09-28,Processing,Mobile App
O010150,C04725,2025-09-06,Delivered,Mobile App
O010151,C11362,2025-10-22,Delivered,Website
O010152,C05201,2024-05-31,Delivered,Mobile App
O010153,C16688,2025-12-26,Delivered,Mobile App
O010154,C19163,2025-12-31,Shipped,Mobile App
O010155,C05642,2025-09-21,Delivered,Mobile App
O010156,C00016,2025-10-18,Delivered,Mobile App
O010157,C08511,2025-03-22,Delivered,Marketplace
O010158,C11599,2025-08-15,Delivered,Marketplace
O010159,C13749,2025-09-18,Delivered,Marketplace
O010160,C16787,2025-12-07,Delivered,Website
O010161,C18832,2025-06-19,Processing,Website
O010162,C16427,2025-12-23,Delivered,Website
O010163,C03291,2025-06-24,Delivered,Website
O010164,C12636,2024-08-08,Processing,Mobile App
O010165,C18467,2025-12-04,Delivered,Marketplace
O010166,C04165,2025-12-07,Delivered,Mobile App
O010167,C04842,2025-09-16,Processing,Marketplace
O010168,C18108,2025-09-11,Delivered,Website
O010169,C06107,2025-03-27,Delivered,Website
O010170,C18629,2025-11-09,Shipped,Marketplace
O010171,C11897,2025-11-10,Delivered,Mobile App
O010172,C03886,2025-07-02,Shipped,Mobile App
O010173,C16516,2025-05-05,Delivered,Website
O010174,C01185,2025-12-20,Delivered,Website
O010175,C09151,2025-04-21,Delivered,Mobile App
O010176,C17381,2025-10-18,Delivered,Marketplace
O010177,C04096,2025-10-20,Delivered,Website
O010178,C12553,2025-02-27,Delivered,Website
O010179,C12140,2025-11-17,Cancelled,Website
O010180,C04656,2025-12-31,Delivered,Mobile App
O010181,C04551,2025-08-14,Delivered,Website
O010182,C05703,2025-08-28,Delivered,Marketplace
O010183,C04023,2025-11-04,Delivered,Mobile App
O010184,C11285,2025-08-06,Delivered,Mobile App
O010185,C18384,2025-12-06,Shipped,Marketplace
O010186,C05276,2025-05-13,Processing,Website
O010187,C14889,2025-08-15,Delivered,Marketplace
O010188,C13779,2024-11-23,Delivered,Website
O010189,C00581,2024-11-16,Shipped,Mobile App
O010190,C18724,2025-10-31,Delivered,Website
O010191,C11953,2025-06-02,Delivered,Marketplace
O010192,C09237,2025-02-18,Delivered,Website
O010193,C07110,2025-05-03,Cancelled,Mobile App
O010194,C04054,2025-11-18,Delivered,Mobile App
O010195,C13991,2025-07-28,Processing,Mobile App
O010196,C13912,2025-04-26,Delivered,Marketplace
O010197,C08422,2025-07-29,Delivered,Mobile App
O010198,C01696,2025-12-22,Delivered,Marketplace
O010199,C09676,2025-08-20,Delivered,Mobile App
O010200,C08091,2025-11-09,Delivered,Mobile App
O010201,C12920,2024-05-02,Shipped,Mobile App
O010202,C14647,2025-06-17,Delivered,Mobile App
O010203,C11331,2025-11-06,Delivered,Marketplace
O010204,C09258,2025-07-13,Delivered,Website
O010205,C07405,2025-09-10,Delivered,Website
O010206,C16140,2025-05-04,Delivered,Website
O010207,C14949,2025-09-22,Delivered,Mobile App
O010208,C01570,2025-09-12,Returned,Mobile App
O010209,C17078,2025-08-16,Processing,Website
O010210,C03271,2025-12-02,Delivered,Website
O010211,C01142,2025-05-27,Delivered,Website
O010212,C07547,2025-09-15,Processing,Mobile App
O010213,C17506,2025-07-12,Delivered,Mobile App
O010214,C09757,2025-09-19,Shipped,Website
O010215,C09351,2025-08-04,Delivered,Mobile App
O010216,C19263,2025-10-24,Delivered,Website
O010217,C16482,2025-12-26,Delivered,Website
O010218,C15559,2025-04-25,Processing,Mobile App
O010219,C08010,2025-11-07,Delivered,Mobile App
O010220,C07909,2025-11-21,Delivered,Website
O010221,C10396,2025-08-10,Delivered,Marketplace
O010222,C15539,2025-11-25,Returned,Website
O010223,C14586,2025-10-16,Delivered,Mobile App
O010224,C02237,2025-12-15,Returned,Mobile App
O010225,C14239,2025-09-05,Delivered,Mobile App
O010226,C02570,2025-11-18,Processing,Website
O010227,C09522,2025-09-27,Delivered,Marketplace
O010228,C19195,2025-05-27,Delivered,Website
O010229,C18360,2025-05-01,Shipped,Website
O010230,C10886,2025-12-27,Delivered,Website
O010231,C07005,2025-10-02,Delivered,Website
O010232,C13141,2025-11-14,Delivered,Marketplace
O010233,C19118,2025-11-16,Processing,Website
O010234,C18440,2025-12-28,Processing,Mobile App
O010235,C18685,2025-09-20,Delivered,Mobile App
O010236,C05037,2024-06-21,Delivered,Mobile App
O010237,C04042,2024-12-01,Shipped,Website
O010238,C08373,2025-09-13,Delivered,Website
O010239,C13639,2025-10-30,Delivered,Website
O010240,C02812,2025-08-02,Delivered,Mobile App
O010241,C03529,2025-08-28,Processing,Mobile App
O010242,C01401,2025-06-26,Delivered,Website
O010243,C00460,2025-12-14,Delivered,Website
O010244,C08690,2025-11-24,Cancelled,Mobile App
O010245,C15852,2025-04-02,Delivered,Mobile App
O010246,C15853,2025-12-18,Processing,Website
O010247,C19305,2025-04-15,Delivered,Mobile App
O010248,C04211,2025-11-05,Delivered,Mobile App
O010249,C01471,2025-12-01,Delivered,Website
O010250,C15229,2025-04-19,Shipped,Website
O010251,C07116,2024-10-22,Delivered,Marketplace
O010252,C10734,2025-08-08,Cancelled,Mobile App
O010253,C14664,2025-12-21,Delivered,Website
O010254,C08215,2025-03-05,Delivered,Mobile App
O010255,C10971,2025-12-25,Delivered,Website
O010256,C02281,2025-08-15,Delivered,Mobile App
O010257,C14340,2025-11-08,Delivered,Website
O010258,C15643,2024-10-13,Delivered,Mobile App
O010259,C05975,2025-10-31,Delivered,Marketplace
O010260,C13532,2025-01-02,Cancelled,Marketplace
O010261,C19541,2025-12-30,Delivered,Website
O010262,C12922,2025-04-14,Processing,Marketplace
O010263,C19800,2025-09-09,Processing,Website
O010264,C04967,2025-11-29,Delivered,Mobile App
O010265,C05580,2025-01-30,Shipped,Website
O010266,C13868,2025-11-04,Delivered,Website
O010267,C01653,2024-12-27,Delivered,Mobile App
O010268,C12677,2025-12-26,Delivered,Website
O010269,C11876,2025-09-04,Delivered,Mobile App
O010270,C12444,2025-06-12,Delivered,Mobile App
O010271,C15551,2025-12-24,Shipped,Mobile App
O010272,C16359,2025-07-27,Delivered,Website
O010273,C19510,2025-02-23,Shipped,Mobile App
O010274,C08783,2025-08-25,Shipped,Marketplace
O010275,C02359,2024-08-26,Delivered,Website
O010276,C19969,2025-11-15,Shipped,Website
O010277,C13268,2024-12-01,Delivered,Mobile App
O010278,C05769,2025-06-22,Delivered,Mobile App
O010279,C08378,2025-07-22,Delivered,Mobile App
O010280,C19106,2025-09-11,Delivered,Mobile App
O010281,C11040,2025-12-29,Processing,Website
O010282,C00541,2025-05-20,Delivered,Website
O010283,C04755,2025-12-31,Cancelled,Mobile App
O010284,C01764,2025-11-21,Delivered,Website
O010285,C01851,2025-09-10,Delivered,Marketplace
O010286,C01818,2025-04-21,Processing,Mobile App
O010287,C02963,2025-07-04,Shipped,Website
O010288,C06404,2025-11-12,Shipped,Marketplace
O010289,C08073,2025-07-19,Delivered,Marketplace
O010290,C15819,2025-10-18,Processing,Mobile App
O010291,C19520,2025-09-20,Delivered,Mobile App
O010292,C14440,2025-11-10,Delivered,Website
O010293,C11815,2025-03-30,Delivered,Mobile App
O010294,C01211,2025-05-01,Delivered,Website
O010295,C19262,2025-12-27,Delivered,Mobile App
O010296,C03149,2025-05-04,Delivered,Mobile App
O010297,C15672,2024-11-15,Delivered,Website
O010298,C08104,2024-11-25,Shipped,Mobile App
O010299,C06952,2024-09-13,Delivered,Mobile App
O010300,C15433,2025-08-07,Delivered,Website
O010301,C08183,2025-04-06,Shipped,Mobile App
O010302,C09409,2024-08-01,Delivered,Mobile App
O010303,C04438,2025-12-03,Returned,Mobile App
O010304,C05662,2025-08-25,Delivered,Mobile App
O010305,C13556,2025-11-26,Delivered,Website
O010306,C11947,2025-08-28,Delivered,Website
O010307,C07213,2025-08-05,Delivered,Website
O010308,C17918,2025-06-10,Delivered,Mobile App
O010309,C14326,2025-10-09,Delivered,Mobile App
O010310,C04845,2025-12-27,Shipped,Mobile App
O010311,C19935,2025-08-23,Shipped,Website
O010312,C04710,2025-06-24,Processing,Mobile App
O010313,C16314,2024-04-20,Delivered,Marketplace
O010314,C11494,2025-09-23,Cancelled,Mobile App
O010315,C09841,2025-10-01,Cancelled,Website
O010316,C10152,2025-12-15,Delivered,Website
O010317,C11795,2025-04-03,Delivered,Mobile App
O010318,C17037,2025-05-10,Delivered,Website
O010319,C04028,2025-11-24,Cancelled,Mobile App
O010320,C01615,2025-11-23,Delivered,Marketplace
O010321,C15735,2025-05-08,Delivered,Website
O010322,C11490,2024-08-17,Shipped,Website
O010323,C03641,2025-12-29,Delivered,Mobile App
O010324,C03568,2025-09-29,Delivered,Mobile App
O010325,C13778,2025-08-01,Delivered,Mobile App
O010326,C08520,2025-09-04,Delivered,Website
O010327,C06952,2025-08-05,Delivered,Mobile App
O010328,C17959,2025-12-08,Delivered,Mobile App
O010329,C09689,2025-07-24,Shipped,Website
O010330,C07185,2025-05-25,Delivered,Website
O010331,C09061,2025-12-17,Delivered,Website
O010332,C15713,2024-10-31,Delivered,Marketplace
O010333,C14104,2025-02-12,Delivered,Mobile App
O010334,C02434,2025-01-23,Delivered,Website
O010335,C09509,2025-09-27,Delivered,Mobile App
O010336,C08025,2025-05-19,Returned,Website
O010337,C05394,2025-01-06,Delivered,Website
O010338,C00128,2024-11-25,Delivered,Mobile App
O010339,C00866,2025-09-18,Processing,Mobile App
O010340,C13995,2025-06-05,Delivered,Website
O010341,C19252,2025-06-11,Delivered,Marketplace
O010342,C13425,2025-05-10,Delivered,Mobile App
O010343,C10391,2025-11-05,Delivered,Mobile App
O010344,C14388,2024-12-03,Delivered,Mobile App
O010345,C12743,2025-06-26,Delivered,Mobile App
O010346,C17326,2025-10-01,Delivered,Mobile App
O010347,C09813,2025-11-18,Shipped,Mobile App
O010348,C11350,2025-10-23,Processing,Mobile App
O010349,C08020,2024-11-25,Shipped,Mobile App
O010350,C08296,2025-02-04,Delivered,Mobile App
O010351,C19692,2025-11-29,Delivered,Website
O010352,C18498,2025-01-17,Delivered,Mobile App
O010353,C15646,2025-12-19,Delivered,Website
O010354,C05172,2024-08-03,Delivered,Mobile App
O010355,C16883,2025-07-24,Delivered,Website
O010356,C02383,2025-11-11,Delivered,Mobile App
O010357,C18442,2025-12-06,Delivered,Website
O010358,C19420,2025-12-30,Processing,Website
O010359,C06141,2024-06-18,Delivered,Website
O010360,C01958,2025-11-03,Delivered,Website
O010361,C11492,2025-12-15,Delivered,Website
O010362,C10555,2025-11-25,Delivered,Website
O010363,C18589,2024-08-26,Delivered,Website
O010364,C06059,2025-07-14,Delivered,Marketplace
O010365,C15380,2025-04-26,Returned,Website
O010366,C07678,2025-02-17,Cancelled,Marketplace
O010367,C13318,2025-07-22,Delivered,Website
O010368,C06382,2025-12-28,Delivered,Marketplace
O010369,C10282,2025-09-13,Delivered,Website
O010370,C12975,2025-07-04,Delivered,Mobile App
O010371,C03934,2025-11-12,Delivered,Website
O010372,C16060,2025-08-26,Delivered,Mobile App
O010373,C15424,2025-12-25,Delivered,Mobile App
O010374,C15601,2024-12-28,Delivered,Marketplace
O010375,C08112,2024-10-04,Delivered,Mobile App
O010376,C07193,2025-11-15,Delivered,Mobile App
O010377,C08103,2025-10-28,Processing,Website
O010378,C18653,2025-11-23,Delivered,Marketplace
O010379,C16491,2025-06-23,Cancelled,Marketplace
O010380,C01811,2025-10-26,Delivered,Website
O010381,C01520,2025-09-26,Delivered,Mobile App
O010382,C05148,2025-03-24,Delivered,Website
O010383,C14466,2025-12-10,Delivered,Website
O010384,C04836,2025-06-29,Delivered,Website
O010385,C05189,2025-06-15,Delivered,Website
O010386,C10898,2025-10-29,Delivered,Mobile App
O010387,C13939,2025-12-31,Delivered,Mobile App
O010388,C10469,2025-07-17,Delivered,Mobile App
O010389,C14494,2024-10-25,Delivered,Mobile App
O010390,C18141,2025-09-07,Delivered,Mobile App
O010391,C18123,2025-08-06,Delivered,Marketplace
O010392,C16411,2024-12-07,Delivered,Website
O010393,C10336,2024-11-28,Delivered,Mobile App
O010394,C11947,2025-06-17,Shipped,Website
O010395,C15638,2025-06-05,Delivered,Website
O010396,C12156,2024-11-20,Shipped,Mobile App
O010397,C00788,2025-03-24,Delivered,Website
O010398,C01490,2025-02-26,Delivered,Website
O010399,C02125,2024-06-13,Delivered,Website
O010400,C17941,2025-06-19,Delivered,Mobile App
O010401,C06002,2025-10-26,Processing,Mobile App
O010402,C10932,2024-12-31,Delivered,Marketplace
O010403,C18244,2024-12-22,Delivered,Marketplace
O010404,C18793,2025-12-21,Delivered,Website
O010405,C03390,2025-10-23,Delivered,Marketplace
O010406,C13963,2025-12-01,Delivered,Website
O010407,C17341,2025-01-20,Delivered,Website
O010408,C18327,2025-06-28,Delivered,Mobile App
O010409,C13929,2025-12-13,Cancelled,Mobile App
O010410,C04051,2025-09-30,Delivered,Website
O010411,C12933,2025-08-11,Delivered,Website
O010412,C13078,2025-12-27,Delivered,Marketplace
O010413,C11466,2025-07-02,Delivered,Website
O010414,C10720,2024-12-20,Delivered,Website
O010415,C14481,2025-11-23,Cancelled,Website
O010416,C00392,2025-11-09,Delivered,Website
O010417,C17472,2025-12-14,Shipped,Mobile App
O010418,C00846,2025-11-15,Delivered,Website
O010419,C10661,2025-08-27,Delivered,Website
O010420,C15874,2025-09-16,Delivered,Website
O010421,C15488,2025-11-27,Delivered,Mobile App
O010422,C05011,2025-03-03,Cancelled,Website
O010423,C09381,2025-02-19,Delivered,Mobile App
O010424,C09928,2025-12-16,Delivered,Website
O010425,C00452,2025-10-04,Delivered,Website
O010426,C03755,2025-02-11,Delivered,Website
O010427,C12531,2025-05-01,Delivered,Mobile App
O010428,C00546,2025-11-03,Delivered,Mobile App
O010429,C11676,2025-05-10,Delivered,Marketplace
O010430,C10220,2025-02-24,Delivered,Website
O010431,C18145,2025-12-25,Delivered,Mobile App
O010432,C00758,2025-11-01,Processing,Mobile App
O010433,C01217,2025-12-15,Delivered,Mobile App
O010434,C10085,2025-11-28,Delivered,Mobile App
O010435,C16588,2024-04-10,Cancelled,Website
O010436,C12903,2025-01-26,Delivered,Website
O010437,C15966,2025-01-21,Processing,Website
O010438,C10657,2025-12-21,Delivered,Mobile App
O010439,C15877,2025-03-21,Delivered,Website
O010440,C11452,2024-05-09,Shipped,Mobile App
O010441,C06029,2025-06-22,Delivered,Mobile App
O010442,C13336,2025-06-15,Delivered,Mobile App
O010443,C01155,2025-11-06,Delivered,Website
O010444,C11698,2024-10-04,Delivered,Marketplace
O010445,C17983,2024-12-02,Delivered,Marketplace
O010446,C18027,2025-08-18,Shipped,Website
O010447,C05431,2025-10-17,Delivered,Website
O010448,C18854,2025-08-17,Delivered,Website
O010449,C18502,2025-11-17,Delivered,Website
O010450,C02409,2025-07-29,Processing,Marketplace
O010451,C16420,2025-01-08,Processing,Marketplace
O010452,C17476,2025-11-21,Delivered,Marketplace
O010453,C07531,2025-12-15,Delivered,Mobile App
O010454,C05919,2025-12-26,Delivered,Website
O010455,C12486,2025-06-22,Delivered,Marketplace
O010456,C12618,2025-08-27,Delivered,Website
O010457,C05073,2025-06-25,Delivered,Website
O010458,C14463,2025-12-22,Delivered,Mobile App
O010459,C05644,2025-09-12,Shipped,Marketplace
O010460,C19137,2025-12-25,Cancelled,Mobile App
O010461,C19149,2025-05-29,Delivered,Website
O010462,C18199,2024-08-04,Delivered,Mobile App
O010463,C14790,2025-08-01,Delivered,Website
O010464,C07225,2025-12-14,Shipped,Mobile App
O010465,C03082,2025-08-12,Delivered,Website
O010466,C12539,2025-12-03,Delivered,Mobile App
O010467,C08274,2025-10-11,Delivered,Website
O010468,C01209,2025-08-02,Delivered,Website
O010469,C06074,2025-12-11,Delivered,Marketplace
O010470,C16392,2025-11-24,Delivered,Mobile App
O010471,C13569,2025-03-30,Shipped,Website
O010472,C02829,2025-12-29,Shipped,Website
O010473,C07183,2025-09-20,Delivered,Website
O010474,C16581,2025-09-27,Processing,Website
O010475,C19758,2025-08-27,Shipped,Mobile App
O010476,C14557,2025-12-08,Delivered,Marketplace
O010477,C05400,2025-08-05,Processing,Mobile App
O010478,C13661,2025-08-01,Delivered,Mobile App
O010479,C03968,2025-02-26,Delivered,Mobile App
O010480,C08856,2024-10-29,Shipped,Website
O010481,C04063,2025-11-16,Delivered,Website
O010482,C10668,2025-03-29,Delivered,Website
O010483,C06471,2025-06-24,Shipped,Website
O010484,C04996,2024-11-04,Delivered,Website
O010485,C04027,2025-11-23,Delivered,Website
O010486,C00292,2025-05-21,Delivered,Website
O010487,C11863,2024-11-15,Processing,Website
O010488,C12052,2025-05-22,Cancelled,Mobile App
O010489,C02024,2025-11-03,Cancelled,Mobile App
O010490,C17223,2025-04-23,Delivered,Website
O010491,C15428,2025-02-11,Delivered,Website
O010492,C10055,2024-02-24,Delivered,Website
O010493,C06944,2025-11-14,Delivered,Website
O010494,C08135,2025-09-30,Delivered,Website
O010495,C08109,2025-12-11,Delivered,Website
O010496,C14708,2025-07-17,Cancelled,Website
O010497,C09550,2025-05-20,Processing,Website
O010498,C16601,2025-10-06,Processing,Mobile App
O010499,C09598,2025-07-10,Delivered,Website
O010500,C15002,2025-12-10,Delivered,Website
O010501,C18848,2025-01-06,Delivered,Mobile App
O010502,C02390,2025-10-01,Delivered,Website
O010503,C16218,2025-03-11,Returned,Mobile App
O010504,C13215,2025-07-03,Delivered,Mobile App
O010505,C19777,2025-12-04,Cancelled,Website
O010506,C13250,2025-09-30,Processing,Mobile App
O010507,C06857,2025-03-14,Delivered,Website
O010508,C04045,2024-08-02,Processing,Mobile App
O010509,C19559,2024-03-23,Delivered,Website
O010510,C06796,2025-10-20,Delivered,Website
O010511,C06544,2025-04-21,Delivered,Mobile App
O010512,C03141,2025-12-21,Delivered,Website
O010513,C09161,2025-07-01,Shipped,Website
O010514,C13874,2024-12-08,Delivered,Marketplace
O010515,C19563,2025-08-04,Delivered,Mobile App
O010516,C11973,2025-10-16,Delivered,Website
O010517,C07897,2025-11-28,Delivered,Website
