customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,customer_segment
C12832,6,6,440198.5,5,3,4,12,Loyal Customers
C11201,115,5,440178.0,2,3,4,9,Potential Customers
C00763,30,6,440075.0,4,3,4,11,Loyal Customers
C15687,145,7,439901.5,2,4,4,10,Loyal Customers
C00809,172,7,439807.0,2,4,4,10,Loyal Customers
C12776,4,9,439558.0,5,5,4,14,Champions
C00070,72,5,439548.0,3,3,4,10,Loyal Customers
C12727,12,6,439540.5,5,3,4,12,Loyal Customers
C17045,62,5,439521.5,3,3,4,10,Loyal Customers
C18696,248,5,439510.0,1,3,4,8,Potential Customers
C06139,68,8,439484.5,3,4,4,11,Loyal Customers
C07913,73,7,439458.0,3,4,4,11,Loyal Customers
C19690,20,5,439393.5,4,3,4,11,Loyal Customers
C07299,26,9,439195.5,4,5,4,13,Champions
C12726,43,6,439139.5,3,3,4,10,Loyal Customers
C00695,4,10,439134.0,5,5,4,14,Champions
C10865,118,6,439089.5,2,3,4,9,Potential Customers
C19527,57,7,439060.5,3,4,4,11,Loyal Customers
C08163,21,10,439025.0,4,5,4,13,Champions
C14561,29,5,439001.0,4,3,4,11,Loyal Customers
C12281,7,10,438887.0,5,5,4,14,Champions
C11856,1,8,438720.0,5,4,4,13,Champions
C07687,279,8,438653.5,1,4,4,9,Potential Customers
C11565,52,6,438623.5,3,3,4,10,Loyal Customers
C19919,57,5,438558.0,3,3,4,10,Loyal Customers
C15599,1,7,438539.5,5,4,4,13,Champions
C04617,17,6,438323.0,5,3,4,12,Loyal Customers
C16392,13,7,438301.5,5,4,4,13,Champions
C15987,109,7,438221.5,2,4,4,10,Loyal Customers
C08260,50,5,438211.5,3,3,4,10,Loyal Customers
C16529,9,7,438175.5,5,4,4,13,Champions
C19503,17,3,438134.0,5,1,4,10,Loyal Customers
C12637,62,9,438130.5,3,5,4,12,Loyal Customers
C03719,4,10,438096.0,5,5,4,14,Champions
C16720,102,4,438040.0,2,2,4,8,Potential Customers
C01660,42,7,438025.0,3,4,4,11,Loyal Customers
C19373,24,4,437986.0,4,2,4,10,Loyal Customers
C14983,93,7,437980.0,2,4,4,10,Loyal Customers
C11515,1,9,437927.5,5,5,4,14,Champions
C04473,7,10,437924.0,5,5,4,14,Champions
C13513,65,6,437901.0,3,3,4,10,Loyal Customers
C11581,11,4,437889.0,5,2,4,11,Loyal Customers
C06133,63,10,437888.0,3,5,4,12,Loyal Customers
C05898,197,9,437826.0,1,5,4,10,Loyal Customers
C16069,144,9,437780.5,2,5,4,11,Loyal Customers
C18842,62,5,437780.0,3,3,4,10,Loyal Customers
C06381,13,8,437756.5,5,4,4,13,Champions
C00161,14,8,437586.5,5,4,4,13,Champions
C09761,28,5,437506.0,4,3,4,11,Loyal Customers
C14451,51,6,437435.5,3,3,4,10,Loyal Customers
C10087,15,8,437420.5,5,4,4,13,Champions
C04632,53,11,437375.0,3,5,4,12,Loyal Customers
C11431,31,7,437357.0,4,4,4,12,Loyal Customers
C16120,18,6,437212.5,4,3,4,11,Loyal Customers
C10826,261,6,437165.5,1,3,4,8,Potential Customers
C01996,2,8,437159.0,5,4,4,13,Champions
C07448,6,7,437116.5,5,4,4,13,Champions
C06493,7,10,437087.5,5,5,4,14,Champions
C01070,2,9,436995.5,5,5,4,14,Champions
C17665,1,12,436985.0,5,5,4,14,Champions
C17345,291,6,436911.5,1,3,4,8,Potential Customers
C01320,28,4,436857.0,4,2,4,10,Loyal Customers
C03730,5,5,436841.0,5,3,4,12,Loyal Customers
C05155,16,7,436701.0,5,4,4,13,Champions
C17947,53,7,436625.0,3,4,4,11,Loyal Customers
C17955,38,7,436533.5,4,4,4,12,Loyal Customers
C07782,25,4,436506.5,4,2,4,10,Loyal Customers
C01856,2,4,436455.5,5,2,4,11,Loyal Customers
C18800,10,5,436335.5,5,3,4,12,Loyal Customers
C01061,10,11,436236.0,5,5,4,14,Champions
C17641,141,8,436229.5,2,4,4,10,Loyal Customers
C10458,19,5,436082.5,4,3,4,11,Loyal Customers
C17018,21,6,435977.5,4,3,4,11,Loyal Customers
C12486,6,6,435917.0,5,3,4,12,Loyal Customers
C08275,16,9,435856.5,5,5,4,14,Champions
C05350,3,7,435844.5,5,4,4,13,Champions
C00156,5,7,435821.0,5,4,4,13,Champions
C02055,68,8,435741.0,3,4,4,11,Loyal Customers
C01111,62,5,435668.0,3,3,4,10,Loyal Customers
C09059,181,5,435668.0,1,3,4,8,Potential Customers
C03551,18,9,435631.0,4,5,4,13,Champions
C15453,7,8,435590.0,5,4,4,13,Champions
C17755,143,9,435358.5,2,5,4,11,Loyal Customers
C13069,28,6,435336.0,4,3,4,11,Loyal Customers
C18151,2,7,435158.0,5,4,4,13,Champions
C15551,8,5,435146.0,5,3,4,12,Loyal Customers
C01432,112,4,435074.0,2,2,4,8,Potential Customers
C08872,6,10,435015.0,5,5,4,14,Champions
C09541,49,5,434996.0,3,3,4,10,Loyal Customers
C19149,21,7,434915.0,4,4,4,12,Loyal Customers
C12844,131,6,434889.5,2,3,4,9,Potential Customers
C05493,9,4,434883.0,5,2,4,11,Loyal Customers
C17186,4,6,434863.5,5,3,4,12,Loyal Customers
C15149,253,6,434852.0,1,3,4,8,Potential Customers
C05333,111,7,434764.5,2,4,4,10,Loyal Customers
C04877,80,7,434688.5,2,4,4,10,Loyal Customers
C01935,112,6,434637.5,2,3,4,9,Potential Customers
C16904,253,6,434565.0,1,3,4,8,Potential Customers
C18323,9,9,434540.5,5,5,4,14,Champions
C01515,55,7,434509.5,3,4,4,11,Loyal Customers
C11769,56,6,434476.0,3,3,4,10,Loyal Customers
C05428,2,9,434442.5,5,5,4,14,Champions
C15069,144,5,434428.5,2,3,4,9,Potential Customers
C06855,20,8,434423.5,4,4,4,12,Loyal Customers
C09000,7,8,434409.0,5,4,4,13,Champions
C08428,20,7,434362.5,4,4,4,12,Loyal Customers
C15480,70,7,434046.5,3,4,4,11,Loyal Customers
C05549,2,10,434037.0,5,5,4,14,Champions
C02003,10,7,433996.5,5,4,4,13,Champions
C14160,159,7,433894.0,2,4,4,10,Loyal Customers
C11064,152,5,433878.0,2,3,4,9,Potential Customers
C19147,44,6,433857.0,3,3,4,10,Loyal Customers
C08387,69,11,433849.5,3,5,4,12,Loyal Customers
C06491,43,7,433578.0,3,4,4,11,Loyal Customers
C11548,96,7,433536.0,2,4,4,10,Loyal Customers
C04137,5,8,433515.0,5,4,4,13,Champions
C19909,3,10,433475.0,5,5,4,14,Champions
C19743,65,7,433429.0,3,4,4,11,Loyal Customers
C14155,159,3,433428.5,2,1,4,7,Potential Customers
C16632,57,6,433348.0,3,3,4,10,Loyal Customers
C14745,7,7,433241.5,5,4,4,13,Champions
C12965,61,5,433216.5,3,3,4,10,Loyal Customers
C17613,127,7,432991.0,2,4,4,10,Loyal Customers
C07530,2,8,432969.5,5,4,4,13,Champions
C19390,33,7,432938.0,4,4,4,12,Loyal Customers
C13000,34,5,432892.5,4,3,4,11,Loyal Customers
C10268,143,5,432863.0,2,3,4,9,Potential Customers
C13998,1,3,432652.5,5,1,4,10,Loyal Customers
C12271,1,4,432650.5,5,2,4,11,Loyal Customers
C17942,54,5,432469.5,3,3,4,10,Loyal Customers
C16880,4,6,432408.5,5,3,4,12,Loyal Customers
C07564,80,4,432384.5,2,2,4,8,Potential Customers
C19057,10,9,432370.5,5,5,4,14,Champions
C16375,23,6,432296.0,4,3,4,11,Loyal Customers
C04690,56,8,432212.5,3,4,4,11,Loyal Customers
C02350,109,12,432159.5,2,5,4,11,Loyal Customers
C18377,25,8,432105.0,4,4,4,12,Loyal Customers
C10058,72,5,432066.5,3,3,4,10,Loyal Customers
C18226,20,5,432021.5,4,3,4,11,Loyal Customers
C06844,3,4,432000.0,5,2,4,11,Loyal Customers
C11210,26,9,431839.0,4,5,4,13,Champions
C01271,26,6,431828.5,4,3,4,11,Loyal Customers
C06926,130,8,431708.0,2,4,4,10,Loyal Customers
C15817,21,6,431665.0,4,3,4,11,Loyal Customers
C14120,88,6,431510.0,2,3,4,9,Potential Customers
C10004,23,4,431506.5,4,2,4,10,Loyal Customers
C02441,114,7,431471.5,2,4,4,10,Loyal Customers
C17519,16,11,431380.5,5,5,4,14,Champions
C13080,120,5,431360.5,2,3,4,9,Potential Customers
C19879,40,7,431240.0,3,4,4,11,Loyal Customers
C07316,29,4,431226.5,4,2,4,10,Loyal Customers
C12335,13,7,431162.0,5,4,4,13,Champions
C16050,89,7,431146.0,2,4,4,10,Loyal Customers
C01209,90,5,431014.5,2,3,4,9,Potential Customers
C07058,33,5,430977.0,4,3,4,11,Loyal Customers
C11889,171,3,430974.0,2,1,4,7,Potential Customers
C18212,59,8,430859.0,3,4,4,11,Loyal Customers
C01908,107,9,430844.0,2,5,4,11,Loyal Customers
C16568,8,4,430772.5,5,2,4,11,Loyal Customers
C15481,19,8,430694.0,4,4,4,12,Loyal Customers
C06344,62,7,430686.5,3,4,4,11,Loyal Customers
C19015,10,8,430678.0,5,4,4,13,Champions
C19168,258,5,430637.5,1,3,4,8,Potential Customers
C16240,209,6,430578.5,1,3,4,8,Potential Customers
C00967,13,9,430523.5,5,5,4,14,Champions
C11476,38,8,430488.5,4,4,4,12,Loyal Customers
C01372,3,8,430476.0,5,4,4,13,Champions
C16145,3,7,430420.0,5,4,4,13,Champions
C16919,10,6,430356.0,5,3,4,12,Loyal Customers
C04258,67,5,430285.5,3,3,4,10,Loyal Customers
C15317,17,7,430228.0,5,4,4,13,Champions
C19487,8,7,430182.0,5,4,4,13,Champions
C12678,22,9,430145.0,4,5,4,13,Champions
C12600,16,7,430092.0,5,4,4,13,Champions
C06466,8,7,430087.0,5,4,4,13,Champions
C08706,59,6,429968.0,3,3,4,10,Loyal Customers
C17919,26,6,429937.0,4,3,4,11,Loyal Customers
C14342,29,8,429855.0,4,4,4,12,Loyal Customers
C17276,52,8,429837.5,3,4,4,11,Loyal Customers
C00834,1,6,429814.5,5,3,4,12,Loyal Customers
C05710,60,8,429801.5,3,4,4,11,Loyal Customers
C10574,11,7,429781.0,5,4,4,13,Champions
C11825,80,8,429762.0,2,4,4,10,Loyal Customers
C12094,6,11,429671.5,5,5,4,14,Champions
C16658,89,8,429609.0,2,4,4,10,Loyal Customers
C13461,42,8,429530.5,3,4,4,11,Loyal Customers
C19674,125,8,429443.0,2,4,4,10,Loyal Customers
C13355,67,5,429244.0,3,3,4,10,Loyal Customers
C17299,27,11,429209.0,4,5,4,13,Champions
C00611,20,7,429194.0,4,4,4,12,Loyal Customers
C08970,10,4,429057.0,5,2,4,11,Loyal Customers
C11397,9,9,429048.5,5,5,4,14,Champions
C14550,118,4,428912.5,2,2,4,8,Potential Customers
C15166,140,6,428891.0,2,3,4,9,Potential Customers
C07875,213,6,428818.0,1,3,4,8,Potential Customers
C07574,101,7,428766.0,2,4,4,10,Loyal Customers
C14736,97,3,428485.0,2,1,4,7,Potential Customers
C09420,41,4,428375.5,3,2,4,9,Potential Customers
C00819,30,8,428275.0,4,4,4,12,Loyal Customers
C05425,68,6,428237.5,3,3,4,10,Loyal Customers
C15584,26,7,428104.5,4,4,4,12,Loyal Customers
C14930,31,8,427992.0,4,4,4,12,Loyal Customers
C12651,146,5,427971.0,2,3,4,9,Potential Customers
C02135,17,6,427951.5,5,3,4,12,Loyal Customers
C13521,24,3,427946.5,4,1,4,9,Potential Customers
C04544,4,4,427903.5,5,2,4,11,Loyal Customers
C02214,70,8,427871.5,3,4,4,11,Loyal Customers
C16083,35,6,427846.5,4,3,4,11,Loyal Customers
C03114,19,4,427760.0,4,2,4,10,Loyal Customers
C17377,107,4,427736.5,2,2,4,8,Potential Customers
C14888,75,4,427717.5,3,2,4,9,Potential Customers
C19836,9,7,427594.5,5,4,4,13,Champions
C16114,2,9,427566.0,5,5,4,14,Champions
C08262,15,7,427532.5,5,4,4,13,Champions
C16477,50,6,427524.5,3,3,4,10,Loyal Customers
C17455,4,8,427435.5,5,4,4,13,Champions
C12326,18,8,427420.0,4,4,4,12,Loyal Customers
C17468,18,6,427410.5,4,3,4,11,Loyal Customers
C13359,75,5,427407.0,3,3,4,10,Loyal Customers
C03126,88,8,427360.0,2,4,4,10,Loyal Customers
C18682,53,6,427305.0,3,3,4,10,Loyal Customers
C02101,1,8,427292.0,5,4,4,13,Champions
C05455,6,6,427285.0,5,3,4,12,Loyal Customers
C00487,1,6,427283.5,5,3,4,12,Loyal Customers
C18446,144,5,427228.5,2,3,4,9,Potential Customers
C04316,191,7,427179.0,1,4,4,9,Potential Customers
C09524,44,6,427143.0,3,3,4,10,Loyal Customers
C17227,58,6,427085.5,3,3,4,10,Loyal Customers
C11121,162,3,427054.0,2,1,4,7,Potential Customers
C17747,27,6,427050.0,4,3,4,11,Loyal Customers
C08362,203,4,426963.0,1,2,4,7,Potential Customers
C07182,3,9,426938.5,5,5,4,14,Champions
C17447,197,3,426908.0,1,1,4,6,At Risk
C14074,1,12,426895.0,5,5,4,14,Champions
C08875,45,7,426847.0,3,4,4,11,Loyal Customers
C02658,39,7,426704.5,4,4,4,12,Loyal Customers
C18870,12,5,426663.0,5,3,4,12,Loyal Customers
C04929,3,12,426641.5,5,5,4,14,Champions
C17301,239,4,426626.0,1,2,4,7,Potential Customers
C15445,4,9,426583.5,5,5,4,14,Champions
C16898,10,9,426565.0,5,5,4,14,Champions
C13093,166,6,426557.0,2,3,4,9,Potential Customers
C13885,5,7,426533.0,5,4,4,13,Champions
C03920,100,3,426427.5,2,1,4,7,Potential Customers
C12298,198,6,426422.5,1,3,4,8,Potential Customers
C17898,2,6,426248.5,5,3,4,12,Loyal Customers
C04710,59,6,426185.0,3,3,4,10,Loyal Customers
C09064,4,6,426139.0,5,3,4,12,Loyal Customers
C18041,31,5,426028.5,4,3,4,11,Loyal Customers
C19486,77,6,425980.0,3,3,4,10,Loyal Customers
C15723,7,8,425917.0,5,4,4,13,Champions
C19205,38,4,425712.5,4,2,4,10,Loyal Customers
C13350,161,9,425648.5,2,5,4,11,Loyal Customers
C10918,1,6,425619.0,5,3,4,12,Loyal Customers
C08914,84,8,425612.0,2,4,4,10,Loyal Customers
C13716,7,10,425540.0,5,5,4,14,Champions
C19510,147,9,425498.0,2,5,4,11,Loyal Customers
C16333,5,6,425494.5,5,3,4,12,Loyal Customers
C15316,53,7,425462.5,3,4,4,11,Loyal Customers
C16756,145,6,425453.5,2,3,4,9,Potential Customers
C05110,51,9,425417.5,3,5,4,12,Loyal Customers
C16951,126,8,425356.5,2,4,4,10,Loyal Customers
C00804,37,8,425234.0,4,4,4,12,Loyal Customers
C07481,116,4,425145.5,2,2,4,8,Potential Customers
C18075,43,6,425106.5,3,3,4,10,Loyal Customers
C18496,147,4,425056.5,2,2,4,8,Potential Customers
C02692,21,7,425027.0,4,4,4,12,Loyal Customers
C09333,25,9,425016.0,4,5,4,13,Champions
C18217,72,3,425009.5,3,1,4,8,Potential Customers
C07735,14,7,424963.0,5,4,4,13,Champions
C09376,58,3,424822.0,3,1,4,8,Potential Customers
C07429,10,8,424794.0,5,4,4,13,Champions
C05404,10,9,424738.5,5,5,4,14,Champions
C00499,5,4,424698.5,5,2,4,11,Loyal Customers
C03297,116,7,424635.0,2,4,4,10,Loyal Customers
C03821,35,7,424624.5,4,4,4,12,Loyal Customers
C08096,21,7,424592.0,4,4,4,12,Loyal Customers
C17409,44,6,424576.5,3,3,4,10,Loyal Customers
C10537,4,7,424567.5,5,4,4,13,Champions
C17243,2,6,424552.5,5,3,4,12,Loyal Customers
C10275,24,7,424445.0,4,4,4,12,Loyal Customers
C08183,9,6,424402.5,5,3,4,12,Loyal Customers
C13781,15,5,424390.0,5,3,4,12,Loyal Customers
C16748,11,5,424357.5,5,3,4,12,Loyal Customers
C19921,27,6,424266.5,4,3,4,11,Loyal Customers
C01293,77,10,424261.5,3,5,4,12,Loyal Customers
C15670,1,7,424172.5,5,4,4,13,Champions
C07231,3,4,424165.5,5,2,4,11,Loyal Customers
C18286,50,12,424127.0,3,5,4,12,Loyal Customers
C03319,47,9,423987.5,3,5,4,12,Loyal Customers
C05403,5,3,423981.5,5,1,4,10,Loyal Customers
C17746,16,11,423805.0,5,5,4,14,Champions
C17677,24,6,423790.5,4,3,4,11,Loyal Customers
C18648,21,8,423767.0,4,4,4,12,Loyal Customers
C17188,14,6,423754.0,5,3,4,12,Loyal Customers
C07971,8,7,423729.0,5,4,4,13,Champions
C18348,15,4,423659.5,5,2,4,11,Loyal Customers
C08102,11,6,423634.0,5,3,4,12,Loyal Customers
C04843,140,8,423631.0,2,4,4,10,Loyal Customers
C14618,26,6,423503.5,4,3,4,11,Loyal Customers
C13137,41,6,423481.5,3,3,4,10,Loyal Customers
C13229,46,7,423480.0,3,4,4,11,Loyal Customers
C11498,184,5,423392.0,1,3,4,8,Potential Customers
C12560,15,8,423162.5,5,4,4,13,Champions
C04133,59,8,423044.5,3,4,4,11,Loyal Customers
C09577,82,6,422892.0,2,3,4,9,Potential Customers
C12243,135,8,422804.5,2,4,4,10,Loyal Customers
C17975,34,5,422724.0,4,3,4,11,Loyal Customers
C07287,23,7,422697.0,4,4,4,12,Loyal Customers
C16723,155,4,422691.0,2,2,4,8,Potential Customers
C01492,19,5,422682.5,4,3,4,11,Loyal Customers
C14213,32,5,422666.5,4,3,4,11,Loyal Customers
C07028,33,6,422608.0,4,3,4,11,Loyal Customers
C10993,109,7,422606.5,2,4,4,10,Loyal Customers
C04917,68,7,422584.0,3,4,4,11,Loyal Customers
C04637,109,6,422544.0,2,3,4,9,Potential Customers
C19874,3,7,422486.0,5,4,4,13,Champions
C13754,21,6,422433.0,4,3,4,11,Loyal Customers
C06906,107,3,422410.0,2,1,4,7,Potential Customers
C19388,1,8,422401.5,5,4,4,13,Champions
C18527,26,7,422377.0,4,4,4,12,Loyal Customers
C06744,54,7,422293.5,3,4,4,11,Loyal Customers
C05389,25,7,422271.0,4,4,4,12,Loyal Customers
C02332,37,8,422223.0,4,4,4,12,Loyal Customers
C16362,5,5,422149.0,5,3,4,12,Loyal Customers
C01669,3,4,422076.0,5,2,4,11,Loyal Customers
C19850,34,9,421883.5,4,5,4,13,Champions
C17851,40,8,421852.0,3,4,4,11,Loyal Customers
C02643,38,8,421820.5,4,4,4,12,Loyal Customers
C17986,157,4,421790.0,2,2,4,8,Potential Customers
C07925,36,6,421731.5,4,3,4,11,Loyal Customers
C05998,9,8,421598.0,5,4,4,13,Champions
C19894,9,8,421581.0,5,4,4,13,Champions
C10753,103,5,421565.0,2,3,4,9,Potential Customers
C10353,15,10,421534.0,5,5,4,14,Champions
C09787,147,6,421522.5,2,3,4,9,Potential Customers
C01982,23,6,421488.5,4,3,4,11,Loyal Customers
C19961,14,7,421475.0,5,4,4,13,Champions
C14220,2,8,421438.5,5,4,4,13,Champions
C10824,227,5,421416.0,1,3,4,8,Potential Customers
C03155,162,4,421400.0,2,2,4,8,Potential Customers
C08148,23,9,421400.0,4,5,4,13,Champions
C00508,1,10,421349.0,5,5,4,14,Champions
C16232,4,6,421328.5,5,3,4,12,Loyal Customers
C00671,26,9,421319.0,4,5,4,13,Champions
C01900,9,7,421309.0,5,4,4,13,Champions
C16078,111,3,421240.0,2,1,4,7,Potential Customers
C19000,5,6,421209.0,5,3,4,12,Loyal Customers
C05243,49,8,421120.5,3,4,4,11,Loyal Customers
C03464,134,6,421110.0,2,3,4,9,Potential Customers
C10118,131,8,421092.5,2,4,4,10,Loyal Customers
C19424,16,8,421079.5,5,4,4,13,Champions
C06042,16,4,421050.0,5,2,4,11,Loyal Customers
C09098,5,6,420972.0,5,3,4,12,Loyal Customers
C18845,41,4,420922.5,3,2,4,9,Potential Customers
C00640,20,4,420890.5,4,2,4,10,Loyal Customers
C11495,6,6,420841.0,5,3,4,12,Loyal Customers
C18484,42,11,420723.5,3,5,4,12,Loyal Customers
C06237,14,9,420633.0,5,5,4,14,Champions
C01649,249,7,420562.0,1,4,4,9,Potential Customers
C05552,135,6,420550.0,2,3,4,9,Potential Customers
C19289,50,4,420536.5,3,2,4,9,Potential Customers
C05121,5,10,420502.0,5,5,4,14,Champions
C17787,74,7,420457.5,3,4,4,11,Loyal Customers
C17000,120,4,420448.5,2,2,4,8,Potential Customers
C03482,15,11,420378.5,5,5,4,14,Champions
C07120,52,6,420375.0,3,3,4,10,Loyal Customers
C05660,27,7,420249.0,4,4,4,12,Loyal Customers
C13856,5,4,420178.5,5,2,4,11,Loyal Customers
C04597,83,8,420122.5,2,4,4,10,Loyal Customers
C08014,60,6,420044.5,3,3,4,10,Loyal Customers
C15923,281,6,419937.0,1,3,4,8,Potential Customers
C19292,6,7,419929.5,5,4,4,13,Champions
C05559,7,3,419896.5,5,1,4,10,Loyal Customers
C17193,95,6,419876.0,2,3,4,9,Potential Customers
C02471,119,4,419860.0,2,2,4,8,Potential Customers
C07513,106,6,419752.5,2,3,4,9,Potential Customers
C07504,2,6,419634.5,5,3,4,12,Loyal Customers
C01514,5,6,419549.5,5,3,4,12,Loyal Customers
C00051,54,7,419359.0,3,4,4,11,Loyal Customers
C11918,127,5,419301.0,2,3,4,9,Potential Customers
C15928,2,5,419280.0,5,3,4,12,Loyal Customers
C07602,200,7,419229.5,1,4,4,9,Potential Customers
C01085,126,9,419202.5,2,5,4,11,Loyal Customers
C17106,2,9,419077.0,5,5,4,14,Champions
C18593,2,8,419073.0,5,4,4,13,Champions
C06608,149,8,419062.5,2,4,4,10,Loyal Customers
C19563,33,7,419062.5,4,4,4,12,Loyal Customers
C15112,26,6,418916.0,4,3,4,11,Loyal Customers
C08147,28,4,418865.0,4,2,4,10,Loyal Customers
C10980,83,4,418801.0,2,2,4,8,Potential Customers
C06168,93,10,418779.5,2,5,4,11,Loyal Customers
C17534,46,3,418773.5,3,1,4,8,Potential Customers
C18939,9,7,418726.5,5,4,4,13,Champions
C18028,45,5,418700.0,3,3,4,10,Loyal Customers
C02514,13,9,418696.0,5,5,4,14,Champions
C05445,6,4,418685.0,5,2,4,11,Loyal Customers
C16427,9,5,418607.5,5,3,4,12,Loyal Customers
C07990,23,8,418598.0,4,4,4,12,Loyal Customers
C02871,25,5,418563.0,4,3,4,11,Loyal Customers
C16488,3,5,418557.0,5,3,4,12,Loyal Customers
C15823,4,8,418554.0,5,4,4,13,Champions
C03689,18,7,418545.0,4,4,4,12,Loyal Customers
C12739,63,9,418453.0,3,5,4,12,Loyal Customers
C11507,189,5,418400.5,1,3,4,8,Potential Customers
C17630,58,8,418265.5,3,4,4,11,Loyal Customers
C18073,80,6,418122.0,2,3,4,9,Potential Customers
C08535,9,5,418102.0,5,3,4,12,Loyal Customers
C01780,12,7,418100.0,5,4,4,13,Champions
C15143,94,6,418093.5,2,3,4,9,Potential Customers
C19495,20,6,418027.0,4,3,4,11,Loyal Customers
C15182,60,6,417958.5,3,3,4,10,Loyal Customers
C10259,8,5,417958.5,5,3,4,12,Loyal Customers
C16642,60,9,417934.0,3,5,4,12,Loyal Customers
C08926,63,7,417931.5,3,4,4,11,Loyal Customers
C14916,46,5,417920.5,3,3,4,10,Loyal Customers
C08551,10,8,417881.0,5,4,4,13,Champions
C19350,16,6,417768.5,5,3,4,12,Loyal Customers
C07335,38,4,417758.0,4,2,4,10,Loyal Customers
C07469,83,6,417753.0,2,3,4,9,Potential Customers
C14680,117,7,417742.5,2,4,4,10,Loyal Customers
C04813,85,5,417689.0,2,3,4,9,Potential Customers
C07294,55,8,417686.5,3,4,4,11,Loyal Customers
C06810,85,5,417587.0,2,3,4,9,Potential Customers
C14476,44,5,417583.0,3,3,4,10,Loyal Customers
C16805,8,5,417529.0,5,3,4,12,Loyal Customers
C07227,19,8,417517.5,4,4,4,12,Loyal Customers
C12398,50,8,417469.5,3,4,4,11,Loyal Customers
C16879,8,8,417439.5,5,4,4,13,Champions
C04085,18,4,417180.0,4,2,4,10,Loyal Customers
C18081,6,6,417171.0,5,3,4,12,Loyal Customers
C03742,17,7,417149.5,5,4,4,13,Champions
C04458,3,6,417137.5,5,3,4,12,Loyal Customers
C03278,7,8,417004.5,5,4,4,13,Champions
C09496,52,6,416786.0,3,3,4,10,Loyal Customers
C12876,13,7,416775.0,5,4,4,13,Champions
C03741,161,3,416768.0,2,1,4,7,Potential Customers
C02715,2,5,416750.5,5,3,4,12,Loyal Customers
C08686,22,6,416748.0,4,3,4,11,Loyal Customers
C18645,90,5,416693.5,2,3,4,9,Potential Customers
C19590,12,5,416686.5,5,3,4,12,Loyal Customers
C11703,6,10,416639.0,5,5,4,14,Champions
C10423,21,6,416623.0,4,3,4,11,Loyal Customers
C07522,6,9,416545.0,5,5,4,14,Champions
C01857,2,6,416452.0,5,3,4,12,Loyal Customers
C02877,10,5,416417.5,5,3,4,12,Loyal Customers
C01365,29,6,416312.5,4,3,4,11,Loyal Customers
C06942,73,5,416305.5,3,3,4,10,Loyal Customers
C19320,20,6,416258.0,4,3,4,11,Loyal Customers
C12198,223,6,416214.0,1,3,4,8,Potential Customers
C00375,13,6,416186.5,5,3,4,12,Loyal Customers
C12620,35,4,416171.0,4,2,4,10,Loyal Customers
C10522,18,6,416069.5,4,3,4,11,Loyal Customers
C18235,21,7,416000.0,4,4,4,12,Loyal Customers
C07946,7,11,415973.5,5,5,4,14,Champions
C16409,111,6,415954.0,2,3,4,9,Potential Customers
C15772,124,9,415887.0,2,5,4,11,Loyal Customers
C09606,92,6,415751.5,2,3,4,9,Potential Customers
C14056,77,7,415731.0,3,4,4,11,Loyal Customers
C07428,16,5,415650.5,5,3,4,12,Loyal Customers
C17488,1,8,415641.0,5,4,4,13,Champions
C10990,89,4,415455.0,2,2,4,8,Potential Customers
C07064,67,8,415442.5,3,4,4,11,Loyal Customers
C01290,1,9,415438.5,5,5,4,14,Champions
C11496,13,4,415430.0,5,2,4,11,Loyal Customers
C16177,152,8,415409.0,2,4,4,10,Loyal Customers
C02134,164,7,415385.5,2,4,4,10,Loyal Customers
C16836,92,5,415384.0,2,3,4,9,Potential Customers
C02252,3,6,415373.0,5,3,4,12,Loyal Customers
C09949,7,6,415318.0,5,3,4,12,Loyal Customers
C12380,9,6,415306.0,5,3,4,12,Loyal Customers
C15868,237,6,415264.0,1,3,4,8,Potential Customers
C15615,194,6,415243.5,1,3,4,8,Potential Customers
C19882,111,4,415236.5,2,2,4,8,Potential Customers
C05441,55,8,415201.5,3,4,4,11,Loyal Customers
C01374,76,5,415164.5,3,3,4,10,Loyal Customers
C09126,117,7,415124.0,2,4,4,10,Loyal Customers
C18876,89,5,414964.0,2,3,4,9,Potential Customers
C05105,143,4,414945.5,2,2,4,8,Potential Customers
C09082,41,5,414806.0,3,3,4,10,Loyal Customers
C01910,96,6,414691.0,2,3,4,9,Potential Customers
C07836,68,5,414575.5,3,3,4,10,Loyal Customers
C17343,12,6,414560.5,5,3,4,12,Loyal Customers
C12123,37,4,414393.5,4,2,4,10,Loyal Customers
C12718,111,7,414374.0,2,4,4,10,Loyal Customers
C15845,37,4,414370.0,4,2,4,10,Loyal Customers
C18426,77,5,414265.5,3,3,4,10,Loyal Customers
C10652,1,7,414237.0,5,4,4,13,Champions
C18625,35,7,414164.0,4,4,4,12,Loyal Customers
C10914,91,5,414138.5,2,3,4,9,Potential Customers
C00525,19,7,414131.0,4,4,4,12,Loyal Customers
C13809,49,4,414123.0,3,2,4,9,Potential Customers
C00796,25,12,414077.5,4,5,4,13,Champions
C15298,38,9,414064.5,4,5,4,13,Champions
C01889,44,5,414030.0,3,3,4,10,Loyal Customers
C03780,290,7,414022.5,1,4,4,9,Potential Customers
C09920,5,7,414000.0,5,4,4,13,Champions
C13784,171,5,413862.5,2,3,4,9,Potential Customers
C08476,17,8,413862.5,5,4,4,13,Champions
C15176,202,6,413842.0,1,3,4,8,Potential Customers
